게시판종류,제목,작성일,본문내용,링크,사진
공지사항,2009년 공학교육인증 지역순회간담회 안내(9/16),'2009-08-31,"오는 9월 16일(수)  한국공학교육인증원의 2009년 지역순회간담회가 개최됩니다.
(2010년 인증평가 신규준비 및 향후 인증평가 준비 프로그램 대상)
위 간담회는 인증평가를 준비중인 대학/프로그램을 범위로 프로그램 관계자 및
행정담당자를 대상으로 분반 진행될 예정입니다.
아래 일정을 참고하시기 바라며,
참석을 희망하시는 경우
9월11일(금)까지 우리센터로 회신
바랍니다.
[2009년 지역순회간담회]
■ 일시 : 2009. 9.16.(수) 14:00 ~ 17:00
■ 장소 : 단국대학교(천안) 생명자원과학대학 2층 208-1호
■ 대상 : 인증평가준비 프로그램 및 지원부서 관계자
- 교수(PD포함), 행정담당자(센터, 공과대학 직원, 학과 조교 등)
■ 참석인원 : 대학별 4명 이내
■ 행사일정
시 간
내 용
14:00 ~ 14:10
인사말
14:10 ~ 14:30
인증제도의 특징
14:30 ~ 15:10
인증평가절차 및 교육기관 준비점검사항
15:10 ~ 15:30
공동질의응답
15:30 ~ 15:50
휴식 및 분반 이동
15:50 ~ 16:50
※ 분반별 질의응답(안)
A : 2010년 신규인증평가 준비
B : 향후 인증평가준비
C : 행정 및 공과대학 직원
16:50 ~ 17:00
설문지 작성
※ 향후 간담회 일정 - 2009. 11. 11.(수) 14:00 ~ 17:00  서울지역(2009년 마지막 지역순회간담회)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=107&cmd=view,
공지사항,[ITL] 교수법집중세미나-문제중심학습법(PBL)관련 세미나(8/20),'2009-08-14,"교수학습개발원에서 진행하는
2009학년도 2학기 교수법 집중세미나와 관련하여 안내해드립니다.
이번 교수법 집중세미나에서는
연세대학교 공학교육혁신센터 강소연 박사
의
""공학설계수업에서의 PBL 적용""
이란 주제로 세미나가 진행될 예정입니다.
문제중심학습법(PBL-Problem Based Learning)은 기초설계/창의설계 운영
에 도움이 될만한 내용입니다.
참고하시길 바라며, 많은 참석바랍니다.
(집중세미나 신청은 교수학습개발원의 온라인으로 신청하셔야 합니다. )
""2009학년도 2학기 교수법 집중세미나""
■ 일시 : 2009. 8.20.(목)
■ 장소 : 60주년기념관 국제회의실
* 이재경 교수 : 숙명여자대학교 교육공학과
* 강소연 박사 : 연세대학교 공학교육혁신센터 - 창의설계 및 기타 강의담당
시간
프로그램
연사
장소
09:00~10:00
· 등록 및 접수
· 교육 관련 비디오 시청(1)
(교수학습개발원)
1층 로비
국제회의실
10:00~10:05
· 개회사
강용옥 교수
(교수학습개발원장)
국제회의실
10:05~10:10
· 축사
권영중 총장
(강원대학교)
국제회의실
10:10~11:30
· 대학 선진화의 비전과 정책 방향
최수태 국장
(교육과학기술부)
국제회의실
11:30~13:00
· 점심 식사
· 교육 관련 비디오 시청(2)
(교수학습개발원)
교직원 식당
국제회의실
13:00~15:00
· 문제 중심 학습법(PBL)의 의미와 활용 방안
이재경 교수
(숙명여자대학교)
국제회의실
15:00~15:30
· 휴식 및 교류
(교수학습개발원)
1층 로비
15:30~17:30
· 공학 설계 수업에서의 PBL 적용
강소연 박사
(연세대학교)
국제회의실
17:30~18:00
· 종합 토론 및 폐회사
강용옥 교수
(교수학습개발원장)
국제회의실",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=102&cmd=view,
공지사항,심화프로그램(공학교육인증) 수용정책 및 프로그램 추가 변경 안내(8/24~9.3),'2009-08-14,"심화프로그램(공학교육인증) 운영과 관련하여
아래와 같이 수용정책 및 프로그램 추가 변경일정을 알려드리오니
변경하고자 하는 학생들은 학과사무실에 문의하시어 처리하시기 바랍니다.
프로그램변경은 시행기간 이외에는 불가하며,
수료학기 4학기를 초과한 학생(3학년 이상)은 프로그램변경이 제한
됨을 알려드립니다.
[ 심화프로그램 수용정책 및 프로그램 추가 변경]
◆
시행기간 : 2009. 8.24.(월) ~ 9. 3.(목)
◆
변경대상 및 내용
1)
전입생
수용정책 : 2009학년도 1학기 전입생이 심화프로그램을 신청하는 경우(인증학생으로 졸업)
2) 프로그램 변경 : 수료학기가 4학기(2학년) 이하인 심화프로그램 학생(인증학생)이
일반프로그램(비인증)으로 변경하고자 하는 경우
◆
심화프로그램 운영 학과 (공과대학 10개)
- 지구시스템공학, 환경공학, 건축공학, 기계의용공학, 메카트로닉스,
토목공학, 신소재공학, 산업공학, 화학공학, 생물공학
※ 참고로,
전입생의 범위에는
학사편입학생, 일반편입학생, 복학생(2006학년도 이전),
모집단위간 이동자 및 재학생등을 모두 포함함.
* 기타 관련 문의는
학과사무실이나 공학교육혁신센터(☎250-7199,
kekang@kangwon.ac.kr
)로 연락바랍니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=101&cmd=view,
공지사항,[KEERC] 제21회 공학교육인증포럼 개최 안내_일정확정(6/30),'2009-06-19,"한국공학교육인증원에서 개최하는
제 21회 공학교육인증포럼 일정을 안내해드립니다.
■ 일시 : 2009. 6.30.(화) 15:00~17:30
■ 장소 : 숭실대 베어드홀 5층 대회의실
■ 발표주제 : 프로그램 교육목표 평가체계 및 평가사례
-
시간
내용
발표
15:00~15:10
인사말
송동주
(공인원 연구센터 부소장)
15:10~16:10
조선대학교 공학 프로그램
교육목표(PEO) 평가 사례
박길문
(조선대 기계공학과 교수)
16:10~16:30
휴식
16:30~17:30
프로그램 교육목표(PEO)
평가시스템 모형
윤우영
(고려대 신소재공학과 교수)
상세일정이 통보되는대로 안내해드리겠습니다.
- 문의 : 한국공학교육인증원 공학교육연구센터 ☎ 02-6009-4037",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=97&cmd=view,
공지사항,[KEERC] 제20회 공학교육인증포럼 개최 안내(4/23),'2009-04-09,"한국공학교육인증원에서는 공학교육의 발전방향과 공학교육인증에 대한
이해를 증진시키고 전국 공학교육연구/혁신센터의 네트워크를 형성하고자
다음과 같이 ""제20회 공학교육인증포럼""을 개최한다고 합니다.
이번 포럼에서는 대학별 교과목 운영 및 사례발표를 중심으로 진행되며,
이와 함께 ""제3회 전국 학생포트폴리오 경진대회"" 설명회 및 우수작품에
대한 전시가 있을 예정이오니 참석을 희망하시는 분께서는
2009. 4. 14(화)까지 공학교육혁신센터로 회신
바랍니다.
■
일시 : 2009. 4. 23.(목) 14:00~17:00
■ 장소 : 서울 숭실대학교 베어드홀 5층 대회의실
■
회신방법 : 전화(250-7199) 및 E-mail(
kekang@kangwon.ac.kr
)
■ 행사내용
시 간
내 용
연 사
14:00~14:10
인사말
이 원
(숭실대 기계공학부)
14:10~14:50
공과대학 공통 교과목 운영 및 CQI사례
신행자
(동아대 공학교육혁신센터)
14:50~15:30
교과목 E-portfolio와 Class 2.0사례
박문식
(한남대 기계공학과)
15:30~15:50
휴 식
15:50~16:30
조선대학교 전문교양 , MSC, 공학설계
이수보장체계 및 문서화
박길문
(조선대 기계공학과)
16:30~16:50
제 3회 학생포트폴리오 경진대회 설명회
한중금
(중앙대 건설환경공학과)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=80&cmd=view,
공지사항,산학과제개발을 위한 PFPS 프로그램 운영 안내(~4/10까지),'2009-04-09,"우리 센터에서는 산학협력활성화의 산학연계 교육체계 구축 사업의 일환으로
공학계열 학생들이 지역산업체를 방문하여 산업체에서 발생하는 문제를 스스로 찾고
전공지식을 바탕으로 문제해결을 할 수 있도록 지원하는 사업을 아래와 같이 운영하고자 합니다.
관심있는 분들의 많은 참여바랍니다.
■ 프로그램명 :
산학과제개발을 위한 PFPS
(Problem Find-Problem Solution)프로그램
■
신청기간 : 2009. 4.  7.(화) ~  4.10.(금)
■
사업기간 : 2009. 4.13.(월) ~  6.  5.(금)중 계획일정
■ 참여대상 : 공과대학, IT특성화학부(대학) 15개 학과·전공
■ 상세내용 : 붙임문서 참조
* 기타 문의사항은 센터로 연락바랍니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=78&cmd=view,
공지사항,[KEERC] 제19회 공학교육연구포럼 개최 안내,'2008-12-23,"한국공학교육연구센터(한국공학교육인증원 부속)에서
정기적으로 개최되는 공학교육연구포럼 개최 안내해드립니다.
참석을 희망하시는 분은 2009. 1. 6.(화)까지
공학교육혁신센터(
kekang@kangwon.ac/250-7199
)로 연락주시기 바랍니다.
[ 제 19회 공학교육연구포럼 ]
◈ 일시 :
2009. 1. 9.(금) 14:00~17:00
◈ 장소 : 서울 숭실대학교 법학관 522호
◈ 주제발표
- 피평가기관에서 본 자체평가보고서 작성에서의 문제 / 박선희 박사, 단국대학교 공학교육혁신센터
- 2009년도 자체평가보고서 양식 설명 / 강상희 박사, 한국공학교육인증원",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=67&cmd=view,
공지사항,공학계열 교수법 워크샵 개최  안내,'2008-10-21,"담당 부서 : 교수학습부(033-250-7181)
<교수학습개발원 · 공학교육혁신센터>
공학 계열 교수법 워크숍
교수학습개발원과 공학교육혁신센터에서는 교원 여러분께 공학 계열에서 필요한 교수법 지식을 제공하여 수업의 질 향상에 기여하고, 최근 공학 교육의 혁신 방향을 소개하기 위하여
공학 계열 교수법 워크숍
을 개최합니다. 교원 여러분의 많은 관심과 참여를 부탁드립니다.
1. 참석 대상
1) 우리 대학교에 재직 중인 교원 및 시간 강사
2) 강원도내 대학(전문대학 포함)에 재직 중인 교원 및 시간 강사
2. 일시 및 장소
1) 행사 일시 :
2008. 11. 11(화) 오후 2~6시(4시간 과정)
2) 행사 장소 : 강원대학교 춘천캠퍼스
60주년기념관 311호
3. 참가 신청 및 접수
1) 신청 기간 :
11. 7(금) 18:00
까지
2) 신청 인원 : 신청 접수 순
40
명
3) 신청 방법 :
온라인 신청
[참가 신청 바로가기]
4. 프로그램 일정
시간
프로그램
연사
장소
13:00~13:55
· 등록 및 접수
· 우수 강의 시리즈 시청
박성희 연구교수
(교수학습개발원)
13:55~14:00
· 개회사
김종미 교수
(교수학습개발원장)
세미나실
(311호)
14:00~15:30
· 공학 기초 설계 교과목 운영 사례 연구
박현석 교수
(이화여자대학교)
세미나실
(311호)
15:30~16:00
· 휴식 및 친교의 시간
(교수학습개발원)
세미나실
(311호)
16:00~17:30
· 미국 대학의 공학 교육 혁신 방향
(MIT, Rowan Univ., Havey-Mudd College)
송동주 교수
(영남대학교)
세미나실
(311호)
17:30~17:50
· 종합 토론
김종미 교수
(교수학습개발원장)
세미나실
(311호)
17:50~18:00
· 폐회사
김종미 교수
(교수학습개발원장)
세미나실
(311호)
4. 기타 사항
1) 참가하신 모든 교원 여러분께
공학 계열 교수법 워크숍 이수 인증서
를 드립니다.
2) 반드시
사전 등록
을 하시기 바라며, 현장 등록을 하시는 분께는 자료집이 제공되지
않을 수도 있습니다.
교수학습개발원 · 공학교육혁신센터",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=59&cmd=view,
공지사항,[KEERC] 제18회 공학교육연구포럼 개최 안내,'2008-10-13,"한국공학교육연구센터(한국공학교육인증원 부속)에서
정기적으로 개최되는 공학교육연구포럼이 아래와 같이 개최될 예정입니다.
일정 확인하시고
참여를 희망하시는 분은
10월 20일(월)까지
센터로 연락주시기 바랍니다.
- 제 18회 공학교육연구포럼 -
◈ 일시 : 2008년 10월 24일(금) 14:00 ~ 17:00
◈ 장소 : 서울 숭실대학교 형남공학과
◈ 주최 : 한국공학교육연구센터(KEERC)
◈ 주제발표
1) 전문교양, MSC 운영 CQI - 사례
/ 권은영 박사 (창원대학교 공학교육혁신센터)
2) 인하대학교 공학교육인증 프로그램의 CQI 사례
/ 한지영 박사 (인하대학교 공학교육혁신센터)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=58&cmd=view,
공지사항,제17회 공학교육연구포럼 일정 안내,'2008-07-16,"한국공학교육인증원 부속 한국공학교육연구센터(KEERC)에서 개최하는
제 17회 공학교육연구포럼 일정을 아래와 같이 공지해드립니다.
참석하고자 하시는 분들은 2008.7.23(수)까지  공학교육혁신센터(ICEE)로 연락주시기바랍니다.
(ICEE :
kekang@kangwon.ac.kr
/ 033-250-7199 )
< 제 17회 공학교육연구포럼 >
- 일시 : 2008. 7.30(수)  14:00~17:00
- 장소 : 서울 숭실대 형남공학관 115호
- 주제발표
시간
내용
연사
14:00~14:10
인사말
이원
14:10~15:10
E-portfolios for student learning,
institutional effectiveness and beyond
Paul Kin (스텐포트대학)
15:10~15:30
휴식시간
이원
15:30~16:30
21세기 과학기술자를 위한
의사소통 교육의 내용과 방향
신선경(한국기술교육대학교
공학교육혁신센터 부센터장)
16:30~17:00
질의응답",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=50&cmd=view,
공지사항,공학교육의 과거와 현재_공학교육혁신거점센터 워크숍,'2008-07-09,"7월에 개최될 공학교육혁신거점센터 워크숍 및 전체회의 관련 안내입니다.
관심있는 분들의 참석을 희망하시는 경우 센터로 연락주시기 바랍니다.
< 공학교육의 과거와 현재 >
- 일시 : 2008년 7월 18일(금)  13:00~
- 장소 : 안동대학교 공동실험실습관 세미나실 (2층)
- 행사일정
시 간          내   용
13:00~13:30      등  록
13:30~14:00      안동대학교 소개 및 센터소개                  /  안동대학교 이철희 센터장
14:00~14:50      PBL 소개 및 공학교육의 PBL 적용사례   /   안동대학교 정현미 교수(교육공학과)
15:00~15:50      민속문화의 창조력과 과학기술의 개척    /   안동대학교 임재해 교수(민속학과)
16:00~16:50      박물관 관람
17:00~17:40      2팀(공학교육인증및 창의설계팀) 및 3팀(기초학력제고팀) 팀별회의
/ 실무자협의회
17:40~18:00      전체회의(팀별회의 결과 보고 및 검토)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=49&cmd=view,
공지사항,공학교육인증학사시스템 오류점검 관련 안내,'2008-06-24,"지난 2008년 6월 23일(월) 진행된
""공학교육인증학사 시스템 테스트 및 사용자안내""와 관련되어
임시로 오픈된
""공학교육인증학사시스템""
을 링크해드립니다.
7월 7일 전후로 임시오픈할 예정이오며
임시오픈시 현재 테스트를 위해 입력되어있는 내용들이 초기화될 가능성이 큽니다.
이점 참고하시고 각 프로그램의 소개홈페이지 내용 및 시스템상의 오류를
첨부된 양식(현업테스트결과서)에 맞게 작성
하여
""공학교육인증학사시스템(abeek.kangwon.ac.kr) > 정보마당 >오류 및 수정요청""
에 올려주시기바랍니다.
* 문의 : 개발담당자 삼척캠퍼스 전산정보원 이종표(033-570-6285)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=47&cmd=view,
공지사항,공학교육인증학사시스템 오류점검 관련 안내,'2008-07-09,"개발일정상 8월 초로 개발완료가 미루어진 바,
현재는 오류점검이 불가능한 상태입니다.
오류점검이 가능해지는대로 관련 일정을 재 공지토록 하겠습니다.
감사합니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=48&cmd=view,
공지사항,경북대학교 공학교육혁신거점센터 워크샵 자료 업로드,'2008-06-23,"ICEE지원사업 중 경북대학교 공학교육혁신거점센터에서 주최한
""공학교육혁신과 인증방향""을 주제로 개최된 워크샵 자료를 업로드하였습니다.
공학교육인증프로그램과 관련되어 자료를 참고하시기 바랍니다.
[ 커뮤니티 > 행사자료 > 게시판 번호 17(Notice) ]
"" 공학교육혁신과 인증방향"" Workshop
▣ 일시 : 2008년 6월 20일 (금)
▣ 장소 : 금오공과대학교 글로벌관 6층 대회의실
▣ 주최 : 경북대학교 공학교육혁신거점센터, 금오공과대학교 공학교육혁신센터
▣ 주제/연사
1)  중소기업 CEO의 관점에서 본 공학교육혁신 방향
/ (주) 휴모닉  대표이사 정장식
2) 공인원 인증 목적 및 기준의 이해
/ 한국공학인증원 교육정보위원장 민상원 교수(광운대학교 전자통신공학과)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=17&BID=46&cmd=view,
