제목,작성일,본문,상세 링크,이미지 파일 경로
백령시네마 10월 정기상영 영화 안내,2013년 10월 07일,"백령인을 위한 작은 소극장 &quot;백령시네마&quot;가 드디어 개관을 했습니다/
상영관에서 놓친 멋진 영화를 도서관에서 무료로 즐기십시요.
상영을 원하는 영화도 추천받습니다.
정기상영은 일반인도 이용이 가능합니다.
정기상영일 : 매주 화, 목요일 15:00~
10월 정기상영 일정(첨부물 참조)
10월 10일(1회)  굿 윌 헌팅(장르 드라마, 타임 126분, 감독 구스 반 산트, 주연 로빈 윌리엄스)
10월 15일(2회) 인생은 아름다워(장르 드라마,코미디, 타임 122분, 감독로베르토 베니니, 주연로베르토 베니니)
10월 17일(3회) 러브 액츄얼리(장르 로맨스, 타임 134분, 감독 리처드 커티스, 주연 앨런 릭맨)
10월 22일(4회) 언터쳐블(장르 드라마,코미디, 타임 112분, 감독올리비에르나카체, 주연프랑수아 클루제)
10월 24일(5회) 타이타닉(장르 로맨스, 타임 195분, 감독 제임스 캐머런, 주연 레오나르도 디카프리오)
10월 29일(6회) 봄 여름 가을 겨울 그리고 봄(장르 드라마, 타임 106분, 감독 김기덕, 주연 오영수)
10월 31일(7회) 블라인드 사이드(장르 드라마, 타임 128분, 감독 존 리 행콕, 주연 산드라 블록)
",https://library.kangwon.ac.kr/community/bulletin/notice/20322?max=100&offset=1800&bulletinCategoryId=1,
독서명인프로젝트 안내문,2013년 10월 02일,"2013년 교육역량강화사업으로 진행하고 있는 독서명인 프로젝트 행사를 안내해 드립니다.
이번 학기에는
작가와 함께하는 독서캠프(11월 7-8일),
제2회 총장배 독서토론대회(11월 28일)를 진행할 예정입니다.
자세한 일정은 첨부물을 확인해 주시고
각 행사의 세부일정은 별도로 공지할 예정입니다.",https://library.kangwon.ac.kr/community/bulletin/notice/20321?max=100&offset=1800&bulletinCategoryId=1,
외국학술지지원센터 문헌 무료제공 서비스 안내,2013년 10월 02일,,https://library.kangwon.ac.kr/community/bulletin/notice/20320?max=100&offset=1800&bulletinCategoryId=1,data/images/0d87828a628dba26fc7300b066cdb0aa.jpg
♥일정 및 참가자격 변경♥ 독서캠프-작가와 함께하는 인문학기행 참가자 모집,2013년 09월 30일,"중앙도서관에서는독서캠프-작가와 함께하는 인문학기행- 참가자를 아래와 같이 모집합니다.
특히 일정과 참가자격이 변동되었으니 참고하시기 바랍니다
이번 행사는 오정희 작가의 중국인거리의 배경지인 인천 차이나 타운과
조완선 작가의 외규장각 도서의 비밀인 강화도를 탐방합니다.
또한 오정희 작가가 저희와 동행해서 작품 설명 및 배경지에 대한 안내를
해주실 것입니다.
학생들의 많은 참여 바랍니다.
▶참가자격 : 재적생(재학생, 휴학생, 졸업유보자 포함)
▶ 독서캠프 날자 변경

변경전
변경후
비고
2013. 10. 13 ~ 14.(일~월)
2013. 11. 7 ~ 8.(목~금)

▶ 혜택
- 작품 배경이 되는 도서 증정(중국인 거리, 외규장각도서의 비밀)
단, 참가신청하고 참석을 못하는 경우 5일전에 알려주어야 하며 수령하신 도서는 후보등록자를 위하여 반환하여야 합니다.
참여자에게는 해당 도서(중국인거리, 외규장각 도서의 비밀)를 증정해 드립니다.

기간 : 2013. 11. 7.(목)~8.(금) (일정표 첨부물 참조)
집결일시 및 장소 : 11월 7일(목) 08:30 도서관 뒤 주차장 집결
접수일시 : 2013. 9.30(월) ~ 10.11(금)
접수인원 : 40명(선착순)
접수방법 : 멀티미디어실 내방 또는 첨부양식 작성후 직접 제출
접수처 : 중앙도서관 4층 멀티미디어실(담당 이명숙 250-8013)

",https://library.kangwon.ac.kr/community/bulletin/notice/20319?max=100&offset=1800&bulletinCategoryId=1,
제2회 총장배 독서토론대회 참가팀 모집,2013년 09월 27일,"제2회 총장배 독서토론대회 참가팀을 모집합니다.
▶ 자격 : 재학생으로 팀당 3인으로 구성(삼척캠퍼스 포함)
▶ 접수기간 : 2013. 9. 27.(금) ~ 10. 7.(월) 까지
▶ 접수방법 및 접수처 : 별첨양식 작성 후 중앙도서관 4층 멀티미디 어실로 제출
▶ 토론도서 : 피로사회(한병철 저, 문학과 지성사) - 제1도서
허기사회(주창윤 저, 글항아리) - 제2도서
▶ 본선참가팀 전원에게 토론도서 증정
▶ 예선 : 참가팀이 많을 경우 본선 진출 8팀 선발
-선발방식 : 토론 및 면접
-일 시 : 10. 10.(목) 장소, 시간 개별 통보
-삼척캠퍼스 참가팀 예선은 별도 진행
▶ 본선 : 8팀이 토너먼트로 진행
- 주제 : 추후 공지
- 방식 : 입론, 교차조사, 반박의 CEDA 방식(변경가능)
추후공지한 주제의 옹호팀, 비판팀으로 나누어 진행
- 대진표 : 8팀 대표 사전 제비뽑기
- 일시 : 2013. 11. 28.(목) 13:00~
- 장소 : 교수학습개발원 1층 실습실
▶ 상금
- 대상 1팀 : 장학금 200만원
- 은상 1팀 : 장학금 100만원
- 동상 2팀 : 장학금 50만원
▶ 문의 : Tel. 033-250-8013 담당자 이명숙",https://library.kangwon.ac.kr/community/bulletin/notice/20316?max=100&offset=1800&bulletinCategoryId=1,
"[미대사관 초청] EducationUSA Fair at the U.S. Embassy Seoul (Friday, Oct 4)",2013년 09월 27일,"대사관과 함께 미국유학-미국연수를 준비하세요.



Time
Title (발표제목)
Representative, School Name (발표자)
12:30
Students Arrive at American Center Korea (도착)

1:00-1:30 p.m.
&ldquo;American Cultural Tips&rdquo;(미국 문화에 대한 팁)
Ms. Nancy Ryoo,Univ. of California, Berkeley
1:30-2:00
&ldquo;International Student Life in the U.S.&rdquo;(미국에서의 유학생의 생활)
Dr. Joseph Linksey, Ms. Hye-Jin Lee,Ms. Kum Chu Linskey,Centenary College of New Jersey
2:00-2:30
&ldquo;Pre-departure Briefing&rdquo; (미국 출발 전의 브리핑)
Ms. Amanda Johnson, Mr. Douglas Lee,Virginia Tech
2:30-3:00
&ldquo;How to Write a Good Term Paper &amp; How to Get a Good Grade&rdquo;(학기말 리포트 잘 쓰는 요령 &amp; 좋은 성적 받는 요령)
Dr. Heidi Vellenga,Pennsylvania State Univ.
3:00-3:30
&ldquo;Scholarship A-Z Guide for Foreign Students&rdquo;(유학생을 위한 장학금에 대한 A-Z 가이드)
Ms. Caitlin Kelley,Kansas State Univ.
3:30-4:00
&ldquo;A-Z Guide to OPT/CPT&rdquo;(OPT/CPT에 대한 A-Z가이드)
Dr. William Wegert, Ms. Eun Joo Shin,Liberty Univ.
4:00-5:00 p.m.
Consultation (개인 상담시간)

",https://library.kangwon.ac.kr/community/bulletin/notice/20315?max=100&offset=1800&bulletinCategoryId=1,data/images/ed76e1eb639e2b742efe79dddb20dea9.jpg;data/images/e9261ba678b9049c903d0e330c213ade.jpg;data/images/ea48e9f1781870a23156283e5cd3d0a6.jpg
소극장 &#039;백령시네마&#039; 개관,2013년 09월 25일,"
도서관에서 미디어감상실백령시네마를 아래와 같이
개관합니다.
가슴 저미는 영화 한 편과
심금을 울리는음악의 감동을 만날 수 있는 곳,
백령시네마에 오셔서
이 가을에마음의 풍요를 한 껏누리시기 바랍니다.

1. 개관안내
- 일시 : 2013년 10월 1일 15:00
- 장소 : 중앙도서관 4층 멀티미디어실
- 참석대상 : 별도통보
2. 이용안내
- 일시 : 2013년 10월 2일 부터 이용가능
- 이용방법 : 붙임 참조

문의 : 멀티미디어실 (T. 250-8013)



",https://library.kangwon.ac.kr/community/bulletin/notice/20314?max=100&offset=1800&bulletinCategoryId=1,
집현관 엘리베이터 고장 안내,2013년 09월 25일,"집현관 엘리베이터 고장 안내

집현관 엘리베이터 고장으로 운행이 중단되었으니

불편하시더라도 계단을 이용하여 주시기 바랍니다.

수리 소요 기간 등은 진단 후 안내 드리겠습니다.

문의 : 시설과(250-7080)








",https://library.kangwon.ac.kr/community/bulletin/notice/20313?max=100&offset=1800&bulletinCategoryId=1,
10월의 정보검색 특강 안내,2013년 09월 25일,"도서관에서는 교내이용자들의 효율적인 학습 및 연구활동을 지원하기 위하여 다음과 같이 도서관 이용법 및 정보검색 특강을 실시하오니 많은 참여 바랍니다.

◈ 특강일정: 첨부화일 참조
◈신청방법(택1)
1.신청바로가기&rarr; 해당교육 클릭 &rarr; 신청하기
2. 도서관홈페이지 &rarr; 강의연구지원서비스 메뉴의 도서관 이용교육 &rarr;
교육일정&rarr;해당교육클릭 &rarr; 신청하기
◈문의(☎250-8025 이월계)",https://library.kangwon.ac.kr/community/bulletin/notice/20312?max=100&offset=1800&bulletinCategoryId=1,
집현관 단수 안내,2013년 09월 25일,"
집현관 단수 안내

교내 노후배관 교체공사&quot;로 인하여집현관 단수 일정을 안내드립니다.1. 단수 기간 : 2013.09.29(일) 08:00 ~ 18:002. 단수 시설 : 아산관 및 집현관 전체3. 협조 사항- 수돗물 사용 후 반드시 수도꼭지를 잠글 것- 단수기간 중 화장실 사용금지(주변 건물 활용)4. 공사담당자 : 시설관리과 오영일(7080, 010-8927-8307)

",https://library.kangwon.ac.kr/community/bulletin/notice/20311?max=100&offset=1800&bulletinCategoryId=1,
독서캠프-작가와 함께 하는 인문학기행- 참가자 모집(선착순),2013년 09월 24일,"중앙도서관에서는 KNU독서명인프로젝트의 일환인
독서캠프-작가와 함께하는 인문학기행- 참가자를 아래와 같이 모집합니다.
이번 행사는 오정희 작가의 중국인거리의 배경지인 인천 차이나 타운과
조완선 작가의 외규장각 도서의 비밀인 강화도를 탐방합니다.
또한 오정희 작가가 저희와 동행해서 작품 설명 및 배경지에 대한 안내를 해주실것 입니다
학생들의 많은 참여 바랍니다.
참여자에게는 해당 도서(중국인거리, 외규장각 도서의 비밀)를 증정해 드립니다.
기간 : 2013. 10.13.(일)~14.(월) (일정표 첨부물 참조) 13일 08:30 집결
접수일시 : 2013. 9.25(수) ~ 10.2(수)
접수인원 : 40명(선착순)
접수방법 : 멀티미디어실 내방 또는 첨부양식 작성후 직접 제출
접수처 : 중앙도서관 4층 멀티미디어실(담당 이명숙 250-8013)


",https://library.kangwon.ac.kr/community/bulletin/notice/20310?max=100&offset=1800&bulletinCategoryId=1,
논문작성을 위한 자료의 검색/관리 활용방법 안내,2013년 09월 23일,"도서관에서는교내 이용자들의 효율적인 학습 및 연구활동을 지원하기 위하여 아래와 같이논문작성에
필요한 참고문헌관리 도구인 Refworks 이용방법을 소개하고자 하오니 많은참여 바랍니다.
1. 강좌명: Refworks를 활용한 논문작성법
2. 내용 : 논문작성을 위한 참고자료 검색, 관리, 인용 방법
3.일정:2013년 9월 25일(수) 15:00~16:00
4.장소:중앙도서관 4층 멀티미디어실(이용교육실)
5.강좌 신청 방법
가.신청바로가기
나. 도서관 홈 - 강의연구지원서비스의 도서관 이용교육 - 교육일정 - 해당교육 신청
6. 문의 :☎250-8025(담당: 이월계)",https://library.kangwon.ac.kr/community/bulletin/notice/20309?max=100&offset=1800&bulletinCategoryId=1,
추석 명절 휴관 공고,2013년 09월 12일,"도서관휴관공고

중앙도서관은 민속명절 추석을 맞이하여일반열람실(중앙도서관 및 별관)을
아래와 같이휴관하오니 도서관 이용에 참고하시기 바랍니다.
아울러,장서실 토요근무도휴실하오니 착오없으시기 바랍니다.

- 휴관일 :2013.9.19.(목)
- 휴관실 :중앙도서관, 별관전체
-2013.9.21.(토)5층 장서실(대출/반납)휴실


중 앙 도 서 관 장",https://library.kangwon.ac.kr/community/bulletin/notice/20308?max=100&offset=1800&bulletinCategoryId=1,
승강기 일시 정지,2013년 09월 10일,"
",https://library.kangwon.ac.kr/community/bulletin/notice/20307?max=100&offset=1800&bulletinCategoryId=1,
사물함 후보 당첨자 공지,2013년 09월 09일,"2학기 사물함후보 당첨자공지

2013학년도 2학기 도서관 사물함 미등록분에 대한 후보 당첨자를 공지합니다.

- 중앙도서관 : 후보번호1번부터 74번까지
- 등록기간 :9.10.(화) - 12일(목) 17시까지

당첨자들은 등록기간 내에 도서관 2층 안내데스크를 방문하셔서 등록하신 후
사물함 이용이 가능합니다.
(학생증 혹은 신분증 지참, 반드시 본인 등록)

중 앙 도 서 관 장",https://library.kangwon.ac.kr/community/bulletin/notice/20306?max=100&offset=1800&bulletinCategoryId=1,
독서골든벨 사전 등록 마감 안내,2013년 09월 09일,"독서 골든벨 사전 등록이마감되었습니다.
26일 당일에도 현장(한울관)에서 신청하실 수 있으니 많은 참여 바랍니다.

문의 : 250-8014",https://library.kangwon.ac.kr/community/bulletin/notice/20305?max=100&offset=1800&bulletinCategoryId=1,
미대사관 프로그램 초청] PA September Movie Night - 28th American Cinema Evenings (제 28회 대사관 영화 토론 - 9월 행사)에 초대합니다.,2013년 09월 05일,"미국 외교관과 함께하는AmericanCinemaEvenings (ACE, 대사관 영화 토론) 행사 participant로 귀하 또는 귀교의 학생을 초대합니다.9월 11일 (수요일)에 열리는 이번 프로그램은Mr. Aric Allen 주한미국대사관 관계자분을 모시고 &ldquo;Anniversary of September 11&rdquo;을 주제로 World Trade Center 영화 감상과 함께 관련 주제로 토론을 할 예정입니다.
ACE 영화 프로그램은 매달 국제관계, 지역현안, 역사, 미국학, 문학, 환경, 인터넷, 현대공연예술 등 다양한 주제를 놓고서 미국 외교관과 영화 감상 후 영어로 함께 토론하는 행사입니다. 이 행사는 다양한 주제에 관한 지식도 쌓고, 영어 실력도 높이면서 글로벌 체험을 하는 좋은 기회를 한국 대학생들에게 드리기 위해 기획되었습니다.관심있는 대학생의 많은 관심과 참여를 바랍니다.ACE 영화토론 행사는 미국대사관 아메리칸센터에서 매달 정기적으로 개최됩니다..
9월 행사안내

날자:2013년 9월 11일 수요일 오후 17:00 &ndash; 19:00
장소:용산구 남영동 주한미국대사관 공보과 아메리칸센터 (ACK) -(약도첨부참조)
연사: Mr. Aric Allen
주제: Anniversary of September 11
영화:World Trade Center
RSVP : 반드시 필요합니다.
* 행사 당일오후 4시45분까지 행사장 도착을 부탁합니다.

참가신청:참가비는 무료이며 신청은 오시는 분의성함/대학교/학과 (또는 소속)/이메일/연락처를9월 9일 (월요일)까지AmericanCenterKorea@state.gov와ACKSeoul@gmail.com으로신청해주시면 됩니다. 이메일 제목란에 &ldquo;ACE 참가 신청&rdquo;으로 기재 부탁합니다. 좌석수의 제한으로 &ldquo;first-come, first-served&rdquo;로 RSVP 받습니다.


이름(영문)
이름(한글)
학교/과
이메일
핸드폰/연락처
















이번 프로그램 또는 다른 행사나 서비스에 관련한 궁금하신 사항은americancenterkorea@state.gov,ackseoul@gmail.com, 397-4713/4647로 문의하시기 바랍니다.

영어 토론 행사이니만큼 좋은 질문을 미리서 생각해 오시면 도움이 됩니다.
",https://library.kangwon.ac.kr/community/bulletin/notice/20304?max=100&offset=1800&bulletinCategoryId=1,
